id,language,is_tts,group_key
hi_f_agri_00711,Hindi,0,hi_f
hi_f_other_03190,Hindi,0,hi_f
hi_f_education_00225,Hindi,0,hi_f
hi_f_education_02310,Hindi,1,hi_f
hi_f_other_00421,Hindi,0,hi_f
hi_f_education_02626,Hindi,1,hi_f
hi_f_books_02052,Hindi,1,hi_f
hi_f_weather_03310,Hindi,0,hi_f
hi_f_books_04569,Hindi,0,hi_f
hi_f_other_01216,Hindi,1,hi_f
hi_f_books_02454,Hindi,1,hi_f
hi_f_books_01515,Hindi,1,hi_f
hi_f_other_01814,Hindi,1,hi_f
hi_f_books_00641,Hindi,1,hi_f
hi_f_finance_00623,Hindi,1,hi_f
hi_f_general_00706,Hindi,1,hi_f
hi_f_books_08203,Hindi,1,hi_f
hi_f_books_02046,Hindi,1,hi_f
hi_f_health_00381,Hindi,1,hi_f
hi_f_other_00762,Hindi,1,hi_f
hi_f_education_00275,Hindi,1,hi_f
hi_f_books_04028,Hindi,1,hi_f
hi_f_agri_02296,Hindi,0,hi_f
hi_f_weather_00170,Hindi,0,hi_f
hi_f_general_02379,Hindi,0,hi_f
hi_f_other_02503,Hindi,1,hi_f
hi_f_other_00314,Hindi,0,hi_f
hi_f_books_04146,Hindi,0,hi_f
hi_f_books_01180,Hindi,1,hi_f
hi_f_books_02362,Hindi,1,hi_f
hi_f_general_01103,Hindi,1,hi_f
hi_f_agri_00639,Hindi,0,hi_f
hi_f_books_00933,Hindi,0,hi_f
hi_f_weather_00827,Hindi,1,hi_f
hi_f_general_02202,Hindi,1,hi_f
hi_f_general_00286,Hindi,1,hi_f
hi_f_health_00462,Hindi,0,hi_f
hi_f_weather_01781,Hindi,1,hi_f
hi_f_general_01719,Hindi,0,hi_f
hi_f_health_01062,Hindi,0,hi_f
hi_f_other_05180,Hindi,1,hi_f
hi_f_books_05793,Hindi,1,hi_f
hi_f_other_01990,Hindi,0,hi_f
hi_f_other_01181,Hindi,1,hi_f
hi_f_general_00557,Hindi,1,hi_f
hi_f_agri_01335,Hindi,1,hi_f
hi_f_health_00882,Hindi,0,hi_f
hi_f_weather_00522,Hindi,0,hi_f
hi_f_books_05826,Hindi,1,hi_f
hi_f_politics_01582,Hindi,1,hi_f
hi_f_other_05157,Hindi,1,hi_f
hi_f_finance_01817,Hindi,1,hi_f
hi_f_education_02729,Hindi,1,hi_f
hi_f_books_06733,Hindi,1,hi_f
hi_f_education_02281,Hindi,0,hi_f
hi_f_books_03795,Hindi,0,hi_f
hi_f_politics_04420,Hindi,0,hi_f
hi_f_books_02729,Hindi,0,hi_f
hi_f_finance_02240,Hindi,0,hi_f
hi_f_books_00018,Hindi,1,hi_f
hi_f_books_06493,Hindi,1,hi_f
hi_f_weather_03374,Hindi,1,hi_f
hi_f_education_00338,Hindi,0,hi_f
hi_f_politics_01841,Hindi,0,hi_f
hi_f_other_01934,Hindi,1,hi_f
hi_f_politics_01868,Hindi,1,hi_f
hi_f_weather_01442,Hindi,1,hi_f
hi_f_books_05918,Hindi,0,hi_f
hi_f_books_08532,Hindi,1,hi_f
hi_f_books_01382,Hindi,0,hi_f
hi_f_finance_00188,Hindi,1,hi_f
hi_f_politics_03770,Hindi,1,hi_f
hi_f_general_00320,Hindi,0,hi_f
hi_f_general_00130,Hindi,0,hi_f
hi_f_agri_01498,Hindi,0,hi_f
hi_f_politics_01270,Hindi,0,hi_f
hi_f_finance_01646,Hindi,1,hi_f
hi_f_politics_03597,Hindi,0,hi_f
hi_f_politics_03831,Hindi,1,hi_f
hi_f_books_08341,Hindi,0,hi_f
hi_f_other_01387,Hindi,0,hi_f
hi_f_general_01220,Hindi,1,hi_f
hi_f_education_01319,Hindi,0,hi_f
hi_f_books_04844,Hindi,1,hi_f
hi_f_general_01581,Hindi,0,hi_f
hi_f_education_00444,Hindi,0,hi_f
hi_f_health_02639,Hindi,1,hi_f
hi_f_agri_00849,Hindi,0,hi_f
hi_f_general_01377,Hindi,0,hi_f
hi_f_books_03065,Hindi,0,hi_f
hi_f_education_01310,Hindi,1,hi_f
hi_f_politics_02306,Hindi,1,hi_f
hi_f_general_00319,Hindi,1,hi_f
hi_f_books_06052,Hindi,0,hi_f
hi_f_other_00724,Hindi,1,hi_f
hi_f_education_00226,Hindi,0,hi_f
hi_f_other_04700,Hindi,1,hi_f
hi_f_weather_02765,Hindi,1,hi_f
hi_f_books_05121,Hindi,0,hi_f
hi_f_books_00880,Hindi,1,hi_f
hi_f_health_02607,Hindi,0,hi_f
hi_f_finance_00865,Hindi,0,hi_f
hi_f_politics_02207,Hindi,0,hi_f
hi_f_books_06264,Hindi,1,hi_f
hi_f_weather_02412,Hindi,0,hi_f
hi_f_agri_00031,Hindi,1,hi_f
hi_f_books_02406,Hindi,1,hi_f
hi_f_politics_03422,Hindi,1,hi_f
hi_f_finance_00662,Hindi,1,hi_f
hi_f_general_02483,Hindi,1,hi_f
hi_f_other_04068,Hindi,0,hi_f
hi_f_health_00240,Hindi,1,hi_f
hi_f_education_00506,Hindi,0,hi_f
hi_f_politics_01485,Hindi,1,hi_f
hi_f_education_01857,Hindi,0,hi_f
hi_f_general_02995,Hindi,1,hi_f
hi_f_books_04988,Hindi,1,hi_f
hi_f_agri_02400,Hindi,1,hi_f
hi_f_health_00809,Hindi,0,hi_f
hi_f_education_00195,Hindi,1,hi_f
hi_f_agri_00169,Hindi,1,hi_f
hi_f_weather_00575,Hindi,0,hi_f
hi_f_books_08727,Hindi,0,hi_f
hi_f_other_01139,Hindi,1,hi_f
hi_f_politics_01992,Hindi,1,hi_f
hi_f_agri_00585,Hindi,0,hi_f
hi_f_health_02028,Hindi,1,hi_f
hi_f_finance_00774,Hindi,1,hi_f
hi_f_books_00148,Hindi,1,hi_f
hi_f_other_01346,Hindi,1,hi_f
hi_f_agri_01246,Hindi,1,hi_f
hi_f_books_05017,Hindi,0,hi_f
hi_f_agri_00796,Hindi,1,hi_f
hi_f_general_02622,Hindi,0,hi_f
hi_f_weather_03355,Hindi,0,hi_f
hi_f_books_05213,Hindi,1,hi_f
hi_f_books_04012,Hindi,0,hi_f
hi_f_general_03211,Hindi,1,hi_f
hi_f_politics_01115,Hindi,0,hi_f
hi_f_other_02493,Hindi,1,hi_f
hi_f_agri_00815,Hindi,1,hi_f
hi_f_weather_01108,Hindi,1,hi_f
hi_f_weather_02882,Hindi,1,hi_f
hi_f_general_02942,Hindi,1,hi_f
hi_f_agri_00488,Hindi,1,hi_f
hi_f_books_01591,Hindi,0,hi_f
hi_f_education_02755,Hindi,1,hi_f
hi_f_finance_00142,Hindi,1,hi_f
hi_f_health_00181,Hindi,0,hi_f
hi_f_agri_00355,Hindi,1,hi_f
hi_f_health_00479,Hindi,0,hi_f
hi_f_books_04285,Hindi,1,hi_f
hi_f_books_03238,Hindi,0,hi_f
hi_f_politics_00167,Hindi,0,hi_f
hi_f_education_02363,Hindi,0,hi_f
hi_f_general_01417,Hindi,1,hi_f
hi_f_education_00825,Hindi,0,hi_f
hi_f_books_02588,Hindi,1,hi_f
hi_f_other_01379,Hindi,1,hi_f
hi_f_general_02284,Hindi,0,hi_f
hi_f_politics_04155,Hindi,1,hi_f
hi_f_health_00933,Hindi,0,hi_f
hi_f_books_04182,Hindi,1,hi_f
hi_f_education_01920,Hindi,0,hi_f
hi_f_health_01212,Hindi,0,hi_f
hi_f_education_01036,Hindi,1,hi_f
hi_f_health_02085,Hindi,0,hi_f
hi_f_books_04387,Hindi,0,hi_f
hi_f_books_09026,Hindi,1,hi_f
hi_f_books_04519,Hindi,1,hi_f
hi_f_books_08564,Hindi,1,hi_f
hi_f_general_01621,Hindi,0,hi_f
hi_f_general_00948,Hindi,1,hi_f
hi_f_agri_01288,Hindi,0,hi_f
hi_f_books_01722,Hindi,0,hi_f
hi_f_weather_02193,Hindi,1,hi_f
hi_f_other_01842,Hindi,0,hi_f
hi_f_general_01144,Hindi,0,hi_f
hi_f_education_01131,Hindi,0,hi_f
hi_f_books_04562,Hindi,1,hi_f
hi_f_education_01217,Hindi,1,hi_f
hi_f_health_01357,Hindi,1,hi_f
hi_f_politics_02903,Hindi,1,hi_f
hi_f_health_01456,Hindi,0,hi_f
hi_f_books_04090,Hindi,1,hi_f
hi_f_agri_00073,Hindi,1,hi_f
hi_f_other_04207,Hindi,1,hi_f
hi_f_agri_00593,Hindi,0,hi_f
hi_f_agri_01974,Hindi,0,hi_f
hi_f_books_04136,Hindi,0,hi_f
hi_f_agri_00450,Hindi,0,hi_f
hi_f_health_00718,Hindi,1,hi_f
hi_f_books_02568,Hindi,1,hi_f
hi_f_books_01228,Hindi,0,hi_f
hi_f_education_00532,Hindi,1,hi_f
hi_f_other_05283,Hindi,0,hi_f
hi_f_weather_03265,Hindi,0,hi_f
hi_f_agri_02138,Hindi,1,hi_f
hi_f_agri_00754,Hindi,1,hi_f
hi_f_books_01917,Hindi,0,hi_f
hi_f_weather_02615,Hindi,0,hi_f
hi_f_finance_01501,Hindi,1,hi_f
hi_f_general_03015,Hindi,1,hi_f
hi_f_books_04427,Hindi,0,hi_f
hi_f_general_00414,Hindi,0,hi_f
hi_f_other_01587,Hindi,1,hi_f
hi_f_general_02902,Hindi,1,hi_f
hi_f_finance_01856,Hindi,0,hi_f
hi_f_finance_00967,Hindi,0,hi_f
hi_f_other_00176,Hindi,0,hi_f
hi_f_other_02211,Hindi,1,hi_f
hi_f_weather_03377,Hindi,1,hi_f
hi_f_books_00703,Hindi,0,hi_f
hi_f_books_00727,Hindi,0,hi_f
hi_f_general_00672,Hindi,1,hi_f
hi_f_books_03632,Hindi,1,hi_f
hi_f_books_05035,Hindi,0,hi_f
hi_f_education_01794,Hindi,0,hi_f
hi_f_weather_02395,Hindi,1,hi_f
hi_f_health_00150,Hindi,1,hi_f
hi_f_education_00055,Hindi,1,hi_f
hi_f_finance_01150,Hindi,0,hi_f
hi_f_books_04396,Hindi,0,hi_f
hi_f_books_04553,Hindi,0,hi_f
hi_f_books_03844,Hindi,1,hi_f
hi_f_other_04831,Hindi,1,hi_f
hi_f_general_01158,Hindi,1,hi_f
hi_f_education_02743,Hindi,0,hi_f
hi_f_politics_04162,Hindi,0,hi_f
hi_f_weather_01859,Hindi,1,hi_f
hi_f_books_04648,Hindi,0,hi_f
hi_f_weather_02873,Hindi,0,hi_f
hi_f_education_00125,Hindi,1,hi_f
hi_f_politics_00909,Hindi,0,hi_f
hi_f_weather_01473,Hindi,1,hi_f
hi_f_weather_00511,Hindi,1,hi_f
hi_f_education_00716,Hindi,0,hi_f
hi_f_other_05310,Hindi,0,hi_f
hi_f_education_00394,Hindi,1,hi_f
hi_f_health_02114,Hindi,0,hi_f
hi_f_weather_03294,Hindi,1,hi_f
hi_f_books_08322,Hindi,1,hi_f
hi_f_education_01502,Hindi,1,hi_f
hi_f_general_01061,Hindi,0,hi_f
hi_f_education_00607,Hindi,1,hi_f
hi_f_books_07112,Hindi,0,hi_f
hi_f_general_03070,Hindi,1,hi_f
hi_f_other_01775,Hindi,0,hi_f
hi_f_politics_02687,Hindi,1,hi_f
hi_f_education_02100,Hindi,1,hi_f
hi_f_health_02090,Hindi,0,hi_f
hi_f_education_02577,Hindi,0,hi_f
hi_f_agri_00625,Hindi,1,hi_f
hi_f_education_00029,Hindi,1,hi_f
hi_f_health_02118,Hindi,0,hi_f
hi_f_politics_00545,Hindi,1,hi_f
hi_f_weather_02875,Hindi,0,hi_f
hi_f_other_05261,Hindi,0,hi_f
hi_f_other_04944,Hindi,0,hi_f
hi_f_weather_02074,Hindi,1,hi_f
hi_f_other_00364,Hindi,0,hi_f
hi_f_general_01509,Hindi,1,hi_f
hi_f_general_01398,Hindi,0,hi_f
hi_f_education_01387,Hindi,1,hi_f
hi_f_politics_01523,Hindi,1,hi_f
hi_f_general_01094,Hindi,1,hi_f
hi_f_weather_00309,Hindi,0,hi_f
hi_f_books_02328,Hindi,1,hi_f
hi_f_health_00774,Hindi,0,hi_f
hi_f_education_01184,Hindi,1,hi_f
hi_f_books_03582,Hindi,0,hi_f
hi_f_books_02777,Hindi,0,hi_f
hi_f_health_00880,Hindi,0,hi_f
hi_f_books_04011,Hindi,0,hi_f
hi_f_weather_01588,Hindi,1,hi_f
hi_f_finance_01059,Hindi,0,hi_f
hi_f_books_00535,Hindi,0,hi_f
hi_f_finance_00862,Hindi,0,hi_f
hi_f_general_03079,Hindi,1,hi_f
hi_f_books_03087,Hindi,0,hi_f
hi_f_books_01306,Hindi,1,hi_f
hi_f_agri_01828,Hindi,0,hi_f
hi_f_weather_02857,Hindi,1,hi_f
hi_f_general_00052,Hindi,0,hi_f
hi_f_politics_00792,Hindi,0,hi_f
hi_f_general_01637,Hindi,1,hi_f
hi_f_other_00811,Hindi,0,hi_f
hi_f_health_00323,Hindi,0,hi_f
hi_f_books_06785,Hindi,0,hi_f
hi_f_weather_03262,Hindi,1,hi_f
hi_f_weather_03396,Hindi,1,hi_f
hi_f_weather_02696,Hindi,1,hi_f
hi_f_health_02101,Hindi,0,hi_f
hi_f_education_00274,Hindi,1,hi_f
hi_f_politics_01681,Hindi,1,hi_f
hi_f_health_00143,Hindi,0,hi_f
hi_f_books_06550,Hindi,1,hi_f
hi_f_books_00184,Hindi,0,hi_f
hi_f_books_00667,Hindi,0,hi_f
hi_f_other_02173,Hindi,0,hi_f
hi_f_books_05193,Hindi,1,hi_f
hi_f_weather_02632,Hindi,0,hi_f
hi_f_weather_02403,Hindi,0,hi_f
hi_f_health_00321,Hindi,1,hi_f
hi_f_weather_02249,Hindi,0,hi_f
hi_f_health_01987,Hindi,0,hi_f
hi_f_books_07447,Hindi,0,hi_f
hi_f_health_02843,Hindi,1,hi_f
hi_f_politics_03254,Hindi,0,hi_f
hi_f_books_04460,Hindi,1,hi_f
hi_f_other_03183,Hindi,1,hi_f
hi_f_education_01136,Hindi,0,hi_f
hi_f_books_04753,Hindi,1,hi_f
hi_f_weather_02656,Hindi,1,hi_f
hi_f_other_02779,Hindi,1,hi_f
hi_f_general_01668,Hindi,1,hi_f
hi_f_other_02125,Hindi,1,hi_f
hi_f_books_06250,Hindi,1,hi_f
hi_f_other_04849,Hindi,1,hi_f
hi_f_other_02548,Hindi,1,hi_f
hi_f_other_04304,Hindi,0,hi_f
hi_f_education_00726,Hindi,1,hi_f
hi_f_books_04870,Hindi,0,hi_f
hi_f_other_02496,Hindi,1,hi_f
hi_f_books_02482,Hindi,0,hi_f
hi_f_politics_04187,Hindi,0,hi_f
hi_f_weather_00789,Hindi,0,hi_f
hi_f_books_00591,Hindi,1,hi_f
hi_f_books_02101,Hindi,0,hi_f
hi_f_books_00989,Hindi,1,hi_f
hi_f_general_02411,Hindi,1,hi_f
hi_f_weather_02730,Hindi,0,hi_f
hi_f_education_00417,Hindi,1,hi_f
hi_f_other_01203,Hindi,0,hi_f
hi_f_weather_03315,Hindi,1,hi_f
hi_f_general_02249,Hindi,1,hi_f
hi_f_other_04770,Hindi,1,hi_f
hi_f_other_01320,Hindi,1,hi_f
hi_f_books_01522,Hindi,1,hi_f
hi_f_finance_00684,Hindi,1,hi_f
hi_f_agri_02070,Hindi,0,hi_f
hi_f_general_02156,Hindi,1,hi_f
hi_f_books_03414,Hindi,1,hi_f
hi_f_education_01889,Hindi,0,hi_f
hi_f_education_02108,Hindi,0,hi_f
hi_f_finance_00537,Hindi,1,hi_f
hi_f_general_03004,Hindi,1,hi_f
hi_f_agri_01221,Hindi,0,hi_f
hi_f_other_02097,Hindi,1,hi_f
hi_f_general_01887,Hindi,1,hi_f
hi_f_politics_01242,Hindi,0,hi_f
hi_f_general_02701,Hindi,1,hi_f
hi_f_weather_01773,Hindi,0,hi_f
hi_f_books_08198,Hindi,1,hi_f
hi_f_politics_00117,Hindi,0,hi_f
hi_f_books_05888,Hindi,1,hi_f
hi_f_education_00221,Hindi,1,hi_f
hi_f_books_05403,Hindi,0,hi_f
hi_f_books_00205,Hindi,1,hi_f
hi_f_politics_01257,Hindi,0,hi_f
hi_f_education_00903,Hindi,1,hi_f
hi_f_other_02831,Hindi,1,hi_f
hi_f_books_02596,Hindi,1,hi_f
hi_f_general_00503,Hindi,1,hi_f
